DepartmentID,LocationID,Headcount,SnapshotDate,DepartmentName,LocationName,Region
11,1,9,1/1/2024,Legal,Las Vegas,West
11,2,6,1/1/2024,Legal,Phoenix,West
11,3,8,1/1/2024,Legal,Austin,South
11,4,8,1/1/2024,Legal,Chicago,Midwest
11,5,4,1/1/2024,Legal,Atlanta,South
11,6,13,1/1/2024,Legal,Seattle,West
11,7,14,1/1/2024,Legal,Denver,West
11,8,4,1/1/2024,Legal,Nashville,South
11,9,10,1/1/2024,Legal,Miami,South
11,10,6,1/1/2024,Legal,Remote-East,East
11,11,13,1/1/2024,Legal,Remote-Central,Central
11,12,4,1/1/2024,Legal,Remote-West,West
1,1,3,2/1/2024,Executive,Las Vegas,West
1,2,3,2/1/2024,Executive,Phoenix,West
1,3,8,2/1/2024,Executive,Austin,South
1,4,7,2/1/2024,Executive,Chicago,Midwest
1,5,5,2/1/2024,Executive,Atlanta,South
1,6,4,2/1/2024,Executive,Seattle,West
1,7,4,2/1/2024,Executive,Denver,West
1,8,6,2/1/2024,Executive,Nashville,South
1,9,5,2/1/2024,Executive,Miami,South
1,10,10,2/1/2024,Executive,Remote-East,East
1,11,5,2/1/2024,Executive,Remote-Central,Central
1,12,8,2/1/2024,Executive,Remote-West,West
2,1,231,2/1/2024,Engineering,Las Vegas,West
2,2,183,2/1/2024,Engineering,Phoenix,West
2,3,265,2/1/2024,Engineering,Austin,South
2,4,171,2/1/2024,Engineering,Chicago,Midwest
2,5,178,2/1/2024,Engineering,Atlanta,South
2,6,180,2/1/2024,Engineering,Seattle,West
2,7,157,2/1/2024,Engineering,Denver,West
2,8,140,2/1/2024,Engineering,Nashville,South
2,9,166,2/1/2024,Engineering,Miami,South
2,10,166,2/1/2024,Engineering,Remote-East,East
2,11,194,2/1/2024,Engineering,Remote-Central,Central
2,12,152,2/1/2024,Engineering,Remote-West,West
3,1,73,2/1/2024,Product,Las Vegas,West
3,2,49,2/1/2024,Product,Phoenix,West
3,3,64,2/1/2024,Product,Austin,South
3,4,45,2/1/2024,Product,Chicago,Midwest
3,5,39,2/1/2024,Product,Atlanta,South
3,6,60,2/1/2024,Product,Seattle,West
3,7,45,2/1/2024,Product,Denver,West
3,8,54,2/1/2024,Product,Nashville,South
3,9,45,2/1/2024,Product,Miami,South
3,10,54,2/1/2024,Product,Remote-East,East
3,11,43,2/1/2024,Product,Remote-Central,Central
3,12,46,2/1/2024,Product,Remote-West,West
4,1,57,2/1/2024,IT,Las Vegas,West
4,2,51,2/1/2024,IT,Phoenix,West
4,3,79,2/1/2024,IT,Austin,South
4,4,48,2/1/2024,IT,Chicago,Midwest
4,5,52,2/1/2024,IT,Atlanta,South
4,6,67,2/1/2024,IT,Seattle,West
4,7,42,2/1/2024,IT,Denver,West
4,8,45,2/1/2024,IT,Nashville,South
4,9,56,2/1/2024,IT,Miami,South
4,10,54,2/1/2024,IT,Remote-East,East
4,11,49,2/1/2024,IT,Remote-Central,Central
4,12,50,2/1/2024,IT,Remote-West,West
5,1,35,2/1/2024,Finance,Las Vegas,West
5,2,34,2/1/2024,Finance,Phoenix,West
5,3,61,2/1/2024,Finance,Austin,South
5,4,43,2/1/2024,Finance,Chicago,Midwest
5,5,44,2/1/2024,Finance,Atlanta,South
5,6,48,2/1/2024,Finance,Seattle,West
5,7,39,2/1/2024,Finance,Denver,West
5,8,32,2/1/2024,Finance,Nashville,South
5,9,47,2/1/2024,Finance,Miami,South
5,10,39,2/1/2024,Finance,Remote-East,East
5,11,47,2/1/2024,Finance,Remote-Central,Central
5,12,45,2/1/2024,Finance,Remote-West,West
6,1,45,2/1/2024,HR,Las Vegas,West
6,2,42,2/1/2024,HR,Phoenix,West
6,3,68,2/1/2024,HR,Austin,South
6,4,54,2/1/2024,HR,Chicago,Midwest
6,5,36,2/1/2024,HR,Atlanta,South
6,6,47,2/1/2024,HR,Seattle,West
6,7,45,2/1/2024,HR,Denver,West
6,8,47,2/1/2024,HR,Nashville,South
6,9,41,2/1/2024,HR,Miami,South
6,10,41,2/1/2024,HR,Remote-East,East
6,11,39,2/1/2024,HR,Remote-Central,Central
6,12,44,2/1/2024,HR,Remote-West,West
7,1,62,2/1/2024,Marketing,Las Vegas,West
7,2,46,2/1/2024,Marketing,Phoenix,West
7,3,69,2/1/2024,Marketing,Austin,South
7,4,44,2/1/2024,Marketing,Chicago,Midwest
7,5,38,2/1/2024,Marketing,Atlanta,South
7,6,57,2/1/2024,Marketing,Seattle,West
7,7,51,2/1/2024,Marketing,Denver,West
7,8,45,2/1/2024,Marketing,Nashville,South
7,9,63,2/1/2024,Marketing,Miami,South
7,10,59,2/1/2024,Marketing,Remote-East,East
7,11,51,2/1/2024,Marketing,Remote-Central,Central
7,12,48,2/1/2024,Marketing,Remote-West,West
8,1,116,2/1/2024,Sales,Las Vegas,West
8,2,89,2/1/2024,Sales,Phoenix,West
8,3,131,2/1/2024,Sales,Austin,South
8,4,99,2/1/2024,Sales,Chicago,Midwest
8,5,91,2/1/2024,Sales,Atlanta,South
8,6,100,2/1/2024,Sales,Seattle,West
8,7,77,2/1/2024,Sales,Denver,West
8,8,68,2/1/2024,Sales,Nashville,South
8,9,83,2/1/2024,Sales,Miami,South
8,10,81,2/1/2024,Sales,Remote-East,East
8,11,93,2/1/2024,Sales,Remote-Central,Central
8,12,93,2/1/2024,Sales,Remote-West,West
9,1,91,2/1/2024,Operations,Las Vegas,West
9,2,79,2/1/2024,Operations,Phoenix,West
9,3,88,2/1/2024,Operations,Austin,South
9,4,89,2/1/2024,Operations,Chicago,Midwest
9,5,65,2/1/2024,Operations,Atlanta,South
9,6,75,2/1/2024,Operations,Seattle,West
9,7,64,2/1/2024,Operations,Denver,West
9,8,65,2/1/2024,Operations,Nashville,South
9,9,73,2/1/2024,Operations,Miami,South
9,10,96,2/1/2024,Operations,Remote-East,East
9,11,72,2/1/2024,Operations,Remote-Central,Central
9,12,78,2/1/2024,Operations,Remote-West,West
10,1,91,2/1/2024,Customer Support,Las Vegas,West
10,2,60,2/1/2024,Customer Support,Phoenix,West
10,3,85,2/1/2024,Customer Support,Austin,South
10,4,63,2/1/2024,Customer Support,Chicago,Midwest
10,5,52,2/1/2024,Customer Support,Atlanta,South
10,6,50,2/1/2024,Customer Support,Seattle,West
10,7,52,2/1/2024,Customer Support,Denver,West
10,8,49,2/1/2024,Customer Support,Nashville,South
10,9,62,2/1/2024,Customer Support,Miami,South
10,10,68,2/1/2024,Customer Support,Remote-East,East
10,11,49,2/1/2024,Customer Support,Remote-Central,Central
10,12,61,2/1/2024,Customer Support,Remote-West,West
11,1,9,2/1/2024,Legal,Las Vegas,West
11,2,6,2/1/2024,Legal,Phoenix,West
11,3,8,2/1/2024,Legal,Austin,South
11,4,8,2/1/2024,Legal,Chicago,Midwest
11,5,4,2/1/2024,Legal,Atlanta,South
11,6,13,2/1/2024,Legal,Seattle,West
11,7,14,2/1/2024,Legal,Denver,West
11,8,4,2/1/2024,Legal,Nashville,South
11,9,10,2/1/2024,Legal,Miami,South
11,10,6,2/1/2024,Legal,Remote-East,East
11,11,13,2/1/2024,Legal,Remote-Central,Central
11,12,4,2/1/2024,Legal,Remote-West,West
1,1,3,3/1/2024,Executive,Las Vegas,West
1,2,3,3/1/2024,Executive,Phoenix,West
1,3,8,3/1/2024,Executive,Austin,South
1,4,7,3/1/2024,Executive,Chicago,Midwest
1,5,5,3/1/2024,Executive,Atlanta,South
1,6,4,3/1/2024,Executive,Seattle,West
1,7,4,3/1/2024,Executive,Denver,West
1,8,6,3/1/2024,Executive,Nashville,South
1,9,5,3/1/2024,Executive,Miami,South
1,10,10,3/1/2024,Executive,Remote-East,East
1,11,5,3/1/2024,Executive,Remote-Central,Central
1,12,8,3/1/2024,Executive,Remote-West,West
2,1,232,3/1/2024,Engineering,Las Vegas,West
2,2,184,3/1/2024,Engineering,Phoenix,West
2,3,266,3/1/2024,Engineering,Austin,South
2,4,172,3/1/2024,Engineering,Chicago,Midwest
2,5,181,3/1/2024,Engineering,Atlanta,South
2,6,183,3/1/2024,Engineering,Seattle,West
2,7,159,3/1/2024,Engineering,Denver,West
2,8,140,3/1/2024,Engineering,Nashville,South
2,9,167,3/1/2024,Engineering,Miami,South
2,10,166,3/1/2024,Engineering,Remote-East,East
2,11,194,3/1/2024,Engineering,Remote-Central,Central
2,12,155,3/1/2024,Engineering,Remote-West,West
3,1,73,3/1/2024,Product,Las Vegas,West
3,2,49,3/1/2024,Product,Phoenix,West
3,3,65,3/1/2024,Product,Austin,South
3,4,45,3/1/2024,Product,Chicago,Midwest
3,5,39,3/1/2024,Product,Atlanta,South
3,6,60,3/1/2024,Product,Seattle,West
3,7,45,3/1/2024,Product,Denver,West
3,8,54,3/1/2024,Product,Nashville,South
3,9,45,3/1/2024,Product,Miami,South
3,10,55,3/1/2024,Product,Remote-East,East
3,11,43,3/1/2024,Product,Remote-Central,Central
3,12,46,3/1/2024,Product,Remote-West,West
4,1,59,3/1/2024,IT,Las Vegas,West
4,2,51,3/1/2024,IT,Phoenix,West
4,3,80,3/1/2024,IT,Austin,South
4,4,48,3/1/2024,IT,Chicago,Midwest
4,5,52,3/1/2024,IT,Atlanta,South
4,6,69,3/1/2024,IT,Seattle,West
4,7,43,3/1/2024,IT,Denver,West
4,8,45,3/1/2024,IT,Nashville,South
4,9,56,3/1/2024,IT,Miami,South
4,10,54,3/1/2024,IT,Remote-East,East
4,11,49,3/1/2024,IT,Remote-Central,Central
4,12,51,3/1/2024,IT,Remote-West,West
5,1,35,3/1/2024,Finance,Las Vegas,West
5,2,35,3/1/2024,Finance,Phoenix,West
5,3,61,3/1/2024,Finance,Austin,South
5,4,43,3/1/2024,Finance,Chicago,Midwest
5,5,44,3/1/2024,Finance,Atlanta,South
5,6,48,3/1/2024,Finance,Seattle,West
5,7,39,3/1/2024,Finance,Denver,West
5,8,32,3/1/2024,Finance,Nashville,South
5,9,47,3/1/2024,Finance,Miami,South
5,10,39,3/1/2024,Finance,Remote-East,East
5,11,47,3/1/2024,Finance,Remote-Central,Central
5,12,45,3/1/2024,Finance,Remote-West,West
6,1,45,3/1/2024,HR,Las Vegas,West
6,2,42,3/1/2024,HR,Phoenix,West
6,3,68,3/1/2024,HR,Austin,South
6,4,55,3/1/2024,HR,Chicago,Midwest
6,5,36,3/1/2024,HR,Atlanta,South
6,6,48,3/1/2024,HR,Seattle,West
6,7,45,3/1/2024,HR,Denver,West
6,8,47,3/1/2024,HR,Nashville,South
6,9,41,3/1/2024,HR,Miami,South
6,10,41,3/1/2024,HR,Remote-East,East
6,11,40,3/1/2024,HR,Remote-Central,Central
6,12,45,3/1/2024,HR,Remote-West,West
7,1,62,3/1/2024,Marketing,Las Vegas,West
7,2,45,3/1/2024,Marketing,Phoenix,West
7,3,71,3/1/2024,Marketing,Austin,South
7,4,44,3/1/2024,Marketing,Chicago,Midwest
7,5,39,3/1/2024,Marketing,Atlanta,South
7,6,57,3/1/2024,Marketing,Seattle,West
7,7,51,3/1/2024,Marketing,Denver,West
7,8,45,3/1/2024,Marketing,Nashville,South
7,9,63,3/1/2024,Marketing,Miami,South
7,10,60,3/1/2024,Marketing,Remote-East,East
7,11,52,3/1/2024,Marketing,Remote-Central,Central
7,12,48,3/1/2024,Marketing,Remote-West,West
8,1,117,3/1/2024,Sales,Las Vegas,West
8,2,90,3/1/2024,Sales,Phoenix,West
8,3,132,3/1/2024,Sales,Austin,South
8,4,99,3/1/2024,Sales,Chicago,Midwest
8,5,92,3/1/2024,Sales,Atlanta,South
8,6,101,3/1/2024,Sales,Seattle,West
8,7,80,3/1/2024,Sales,Denver,West
8,8,69,3/1/2024,Sales,Nashville,South
8,9,84,3/1/2024,Sales,Miami,South
8,10,82,3/1/2024,Sales,Remote-East,East
8,11,92,3/1/2024,Sales,Remote-Central,Central
8,12,93,3/1/2024,Sales,Remote-West,West
9,1,93,3/1/2024,Operations,Las Vegas,West
9,2,80,3/1/2024,Operations,Phoenix,West
9,3,89,3/1/2024,Operations,Austin,South
9,4,91,3/1/2024,Operations,Chicago,Midwest
9,5,67,3/1/2024,Operations,Atlanta,South
9,6,75,3/1/2024,Operations,Seattle,West
9,7,64,3/1/2024,Operations,Denver,West
9,8,65,3/1/2024,Operations,Nashville,South
9,9,75,3/1/2024,Operations,Miami,South
9,10,97,3/1/2024,Operations,Remote-East,East
9,11,73,3/1/2024,Operations,Remote-Central,Central
9,12,78,3/1/2024,Operations,Remote-West,West
10,1,90,3/1/2024,Customer Support,Las Vegas,West
10,2,62,3/1/2024,Customer Support,Phoenix,West
10,3,86,3/1/2024,Customer Support,Austin,South
10,4,63,3/1/2024,Customer Support,Chicago,Midwest
10,5,52,3/1/2024,Customer Support,Atlanta,South
10,6,50,3/1/2024,Customer Support,Seattle,West
10,7,52,3/1/2024,Customer Support,Denver,West
10,8,49,3/1/2024,Customer Support,Nashville,South
10,9,60,3/1/2024,Customer Support,Miami,South
10,10,70,3/1/2024,Customer Support,Remote-East,East
10,11,49,3/1/2024,Customer Support,Remote-Central,Central
10,12,61,3/1/2024,Customer Support,Remote-West,West
11,1,9,3/1/2024,Legal,Las Vegas,West
11,2,6,3/1/2024,Legal,Phoenix,West
11,3,8,3/1/2024,Legal,Austin,South
11,4,8,3/1/2024,Legal,Chicago,Midwest
11,5,4,3/1/2024,Legal,Atlanta,South
11,6,12,3/1/2024,Legal,Seattle,West
11,7,14,3/1/2024,Legal,Denver,West
11,8,4,3/1/2024,Legal,Nashville,South
11,9,10,3/1/2024,Legal,Miami,South
11,10,6,3/1/2024,Legal,Remote-East,East
11,11,13,3/1/2024,Legal,Remote-Central,Central
11,12,4,3/1/2024,Legal,Remote-West,West
1,1,3,4/1/2024,Executive,Las Vegas,West
1,2,3,4/1/2024,Executive,Phoenix,West
1,3,9,4/1/2024,Executive,Austin,South
1,4,7,4/1/2024,Executive,Chicago,Midwest
1,5,5,4/1/2024,Executive,Atlanta,South
1,6,5,4/1/2024,Executive,Seattle,West
1,7,4,4/1/2024,Executive,Denver,West
1,8,6,4/1/2024,Executive,Nashville,South
1,9,5,4/1/2024,Executive,Miami,South
1,10,10,4/1/2024,Executive,Remote-East,East
1,11,5,4/1/2024,Executive,Remote-Central,Central
1,12,8,4/1/2024,Executive,Remote-West,West
2,1,234,4/1/2024,Engineering,Las Vegas,West
2,2,185,4/1/2024,Engineering,Phoenix,West
2,3,267,4/1/2024,Engineering,Austin,South
2,4,173,4/1/2024,Engineering,Chicago,Midwest
2,5,180,4/1/2024,Engineering,Atlanta,South
2,6,185,4/1/2024,Engineering,Seattle,West
2,7,159,4/1/2024,Engineering,Denver,West
2,8,139,4/1/2024,Engineering,Nashville,South
2,9,167,4/1/2024,Engineering,Miami,South
2,10,166,4/1/2024,Engineering,Remote-East,East
2,11,197,4/1/2024,Engineering,Remote-Central,Central
2,12,157,4/1/2024,Engineering,Remote-West,West
3,1,74,4/1/2024,Product,Las Vegas,West
3,2,50,4/1/2024,Product,Phoenix,West
3,3,66,4/1/2024,Product,Austin,South
3,4,45,4/1/2024,Product,Chicago,Midwest
3,5,39,4/1/2024,Product,Atlanta,South
3,6,61,4/1/2024,Product,Seattle,West
3,7,46,4/1/2024,Product,Denver,West
3,8,56,4/1/2024,Product,Nashville,South
3,9,45,4/1/2024,Product,Miami,South
3,10,55,4/1/2024,Product,Remote-East,East
3,11,43,4/1/2024,Product,Remote-Central,Central
3,12,46,4/1/2024,Product,Remote-West,West
4,1,59,4/1/2024,IT,Las Vegas,West
4,2,52,4/1/2024,IT,Phoenix,West
4,3,79,4/1/2024,IT,Austin,South
4,4,49,4/1/2024,IT,Chicago,Midwest
4,5,52,4/1/2024,IT,Atlanta,South
4,6,69,4/1/2024,IT,Seattle,West
4,7,43,4/1/2024,IT,Denver,West
4,8,47,4/1/2024,IT,Nashville,South
4,9,56,4/1/2024,IT,Miami,South
4,10,54,4/1/2024,IT,Remote-East,East
4,11,48,4/1/2024,IT,Remote-Central,Central
4,12,51,4/1/2024,IT,Remote-West,West
5,1,35,4/1/2024,Finance,Las Vegas,West
5,2,35,4/1/2024,Finance,Phoenix,West
5,3,62,4/1/2024,Finance,Austin,South
5,4,42,4/1/2024,Finance,Chicago,Midwest
5,5,44,4/1/2024,Finance,Atlanta,South
5,6,49,4/1/2024,Finance,Seattle,West
5,7,41,4/1/2024,Finance,Denver,West
5,8,32,4/1/2024,Finance,Nashville,South
5,9,48,4/1/2024,Finance,Miami,South
5,10,39,4/1/2024,Finance,Remote-East,East
5,11,48,4/1/2024,Finance,Remote-Central,Central
5,12,47,4/1/2024,Finance,Remote-West,West
6,1,46,4/1/2024,HR,Las Vegas,West
6,2,43,4/1/2024,HR,Phoenix,West
6,3,68,4/1/2024,HR,Austin,South
6,4,55,4/1/2024,HR,Chicago,Midwest
6,5,36,4/1/2024,HR,Atlanta,South
6,6,48,4/1/2024,HR,Seattle,West
6,7,45,4/1/2024,HR,Denver,West
6,8,47,4/1/2024,HR,Nashville,South
6,9,41,4/1/2024,HR,Miami,South
6,10,41,4/1/2024,HR,Remote-East,East
6,11,40,4/1/2024,HR,Remote-Central,Central
6,12,45,4/1/2024,HR,Remote-West,West
7,1,63,4/1/2024,Marketing,Las Vegas,West
7,2,46,4/1/2024,Marketing,Phoenix,West
7,3,70,4/1/2024,Marketing,Austin,South
7,4,45,4/1/2024,Marketing,Chicago,Midwest
7,5,39,4/1/2024,Marketing,Atlanta,South
7,6,58,4/1/2024,Marketing,Seattle,West
7,7,51,4/1/2024,Marketing,Denver,West
7,8,45,4/1/2024,Marketing,Nashville,South
7,9,63,4/1/2024,Marketing,Miami,South
7,10,61,4/1/2024,Marketing,Remote-East,East
7,11,53,4/1/2024,Marketing,Remote-Central,Central
7,12,50,4/1/2024,Marketing,Remote-West,West
8,1,118,4/1/2024,Sales,Las Vegas,West
8,2,92,4/1/2024,Sales,Phoenix,West
8,3,134,4/1/2024,Sales,Austin,South
8,4,100,4/1/2024,Sales,Chicago,Midwest
8,5,93,4/1/2024,Sales,Atlanta,South
8,6,102,4/1/2024,Sales,Seattle,West
8,7,83,4/1/2024,Sales,Denver,West
8,8,71,4/1/2024,Sales,Nashville,South
8,9,84,4/1/2024,Sales,Miami,South
8,10,83,4/1/2024,Sales,Remote-East,East
8,11,93,4/1/2024,Sales,Remote-Central,Central
8,12,94,4/1/2024,Sales,Remote-West,West
9,1,93,4/1/2024,Operations,Las Vegas,West
9,2,82,4/1/2024,Operations,Phoenix,West
9,3,89,4/1/2024,Operations,Austin,South
9,4,91,4/1/2024,Operations,Chicago,Midwest
9,5,67,4/1/2024,Operations,Atlanta,South
9,6,75,4/1/2024,Operations,Seattle,West
9,7,66,4/1/2024,Operations,Denver,West
9,8,65,4/1/2024,Operations,Nashville,South
9,9,75,4/1/2024,Operations,Miami,South
9,10,97,4/1/2024,Operations,Remote-East,East
9,11,74,4/1/2024,Operations,Remote-Central,Central
9,12,78,4/1/2024,Operations,Remote-West,West
10,1,90,4/1/2024,Customer Support,Las Vegas,West
10,2,62,4/1/2024,Customer Support,Phoenix,West
10,3,86,4/1/2024,Customer Support,Austin,South
10,4,63,4/1/2024,Customer Support,Chicago,Midwest
10,5,53,4/1/2024,Customer Support,Atlanta,South
10,6,50,4/1/2024,Customer Support,Seattle,West
10,7,53,4/1/2024,Customer Support,Denver,West
10,8,50,4/1/2024,Customer Support,Nashville,South
10,9,60,4/1/2024,Customer Support,Miami,South
10,10,70,4/1/2024,Customer Support,Remote-East,East
10,11,49,4/1/2024,Customer Support,Remote-Central,Central
10,12,61,4/1/2024,Customer Support,Remote-West,West
11,1,9,4/1/2024,Legal,Las Vegas,West
11,2,6,4/1/2024,Legal,Phoenix,West
11,3,9,4/1/2024,Legal,Austin,South
11,4,8,4/1/2024,Legal,Chicago,Midwest
11,5,6,4/1/2024,Legal,Atlanta,South
11,6,12,4/1/2024,Legal,Seattle,West
11,7,14,4/1/2024,Legal,Denver,West
11,8,4,4/1/2024,Legal,Nashville,South
11,9,11,4/1/2024,Legal,Miami,South
11,10,6,4/1/2024,Legal,Remote-East,East
11,11,13,4/1/2024,Legal,Remote-Central,Central
11,12,4,4/1/2024,Legal,Remote-West,West
1,1,3,5/1/2024,Executive,Las Vegas,West
1,2,3,5/1/2024,Executive,Phoenix,West
1,3,9,5/1/2024,Executive,Austin,South
1,4,7,5/1/2024,Executive,Chicago,Midwest
1,5,5,5/1/2024,Executive,Atlanta,South
1,6,5,5/1/2024,Executive,Seattle,West
1,7,4,5/1/2024,Executive,Denver,West
1,8,6,5/1/2024,Executive,Nashville,South
1,9,5,5/1/2024,Executive,Miami,South
1,10,10,5/1/2024,Executive,Remote-East,East
1,11,5,5/1/2024,Executive,Remote-Central,Central
1,12,8,5/1/2024,Executive,Remote-West,West
2,1,237,5/1/2024,Engineering,Las Vegas,West
2,2,188,5/1/2024,Engineering,Phoenix,West
2,3,268,5/1/2024,Engineering,Austin,South
2,4,173,5/1/2024,Engineering,Chicago,Midwest
2,5,181,5/1/2024,Engineering,Atlanta,South
2,6,186,5/1/2024,Engineering,Seattle,West
2,7,159,5/1/2024,Engineering,Denver,West
2,8,142,5/1/2024,Engineering,Nashville,South
2,9,170,5/1/2024,Engineering,Miami,South
2,10,167,5/1/2024,Engineering,Remote-East,East
2,11,198,5/1/2024,Engineering,Remote-Central,Central
2,12,158,5/1/2024,Engineering,Remote-West,West
3,1,75,5/1/2024,Product,Las Vegas,West
3,2,51,5/1/2024,Product,Phoenix,West
3,3,66,5/1/2024,Product,Austin,South
3,4,45,5/1/2024,Product,Chicago,Midwest
3,5,40,5/1/2024,Product,Atlanta,South
3,6,61,5/1/2024,Product,Seattle,West
3,7,46,5/1/2024,Product,Denver,West
3,8,56,5/1/2024,Product,Nashville,South
