"EmployeeID","GenderIdentity","Ethnicity","VeteranStatus","DisabilityStatus","MaritalStatus","EducationLevel"
101532,"Female","Black or African American","No","No","Single","Associate"
101772,"Female","White","No","No","Married","Master"
103754,"Male","Hispanic or Latino","No","No","Married","High School"
107667,"Male","Asian","No","Yes","Single","Bachelor"
105201,"Female","Hispanic or Latino","No","No","Married","Bachelor"
105179,"Male","Black or African American","No","No","Married","Bachelor"
104987,"Female","Asian","Yes","No","Single","Doctorate"
102671,"Female","White","Yes","No","Prefer Not to Say","Master"
104483,"Female","White","No","No","Married","Bachelor"
103393,"Male","Hispanic or Latino","No","No","Married","Associate"
100815,"Male","Asian","No","No","Married","High School"
104635,"Male","Black or African American","No","No","Prefer Not to Say","Associate"
107318,"Female","Black or African American","No","No","Single","Bachelor"
108453,"Female","Black or African American","No","No","Single","Doctorate"
107228,"Male","Black or African American","No","No","Single","High School"
102015,"Female","Asian","No","No","Married","Doctorate"
105695,"Male","Hispanic or Latino","No","No","Single","High School"
105923,"Female","Asian","No","No","Married","Bachelor"
100912,"Female","White","No","No","Married","Bachelor"
109477,"Female","Native Hawaiian or Pacific Islander","No","No","Prefer Not to Say","Bachelor"
100733,"Male","White","No","No","Single","Master"
104188,"Female","White","No","No","Divorced","Bachelor"
107970,"Male","Two or More Races","No","No","Married","High School"
102372,"Male","Hispanic or Latino","No","Prefer Not to Say","Single","High School"
106988,"Female","White","No","No","Single","Doctorate"
106311,"Female","Asian","No","No","Married","Associate"
108760,"Male","White","No","No","Single","High School"
104697,"Female","White","No","No","Married","Bachelor"
108255,"Male","Hispanic or Latino","No","No","Married","Doctorate"
100367,"Male","White","No","No","Divorced","Bachelor"
102149,"Male","White","No","No","Single","Bachelor"
107995,"Male","Black or African American","No","Yes","Single","Bachelor"
108671,"Non-Binary","Asian","No","No","Single","Bachelor"
107818,"Male","White","No","No","Married","Doctorate"
107603,"Female","Hispanic or Latino","No","No","Married","Bachelor"
106889,"Male","Hispanic or Latino","No","No","Single","Doctorate"
102032,"Female","Black or African American","No","Prefer Not to Say","Single","Bachelor"
106029,"Female","Black or African American","No","No","Married","Bachelor"
104008,"Female","Hispanic or Latino","No","No","Single","Bachelor"
109911,"Female","White","No","Prefer Not to Say","Single","Bachelor"
101678,"Female","Hispanic or Latino","No","No","Married","Master"
103123,"Female","White","No","No","Single","Bachelor"
101775,"Male","White","No","No","Single","Bachelor"
100722,"Female","Asian","No","No","Single","High School"
104823,"Male","Prefer Not to Say","No","No","Married","Master"
102788,"Male","White","No","No","Single","Master"
109887,"Male","White","No","No","Married","High School"
108576,"Male","Asian","No","No","Single","Bachelor"
108213,"Female","Asian","No","No","Single","Bachelor"
106125,"Male","White","No","No","Married","High School"
101454,"Male","Asian","No","No","Married","Doctorate"
105938,"Male","Asian","No","No","Married","Associate"
105833,"Female","Black or African American","No","No","Divorced","High School"
104784,"Male","White","No","No","Married","Bachelor"
109913,"Female","Hispanic or Latino","No","No","Single","Bachelor"
100187,"Female","Hispanic or Latino","No","No","Married","Bachelor"
107324,"Female","Black or African American","No","No","Single","Bachelor"
102897,"Male","White","No","No","Married","High School"
102687,"Female","White","No","No","Single","Master"
104192,"Female","Asian","Prefer Not to Say","No","Married","Bachelor"
102847,"Female","White","No","No","Married","Bachelor"
104248,"Male","Hispanic or Latino","No","No","Married","Master"
109711,"Female","American Indian or Alaska Native","No","No","Prefer Not to Say","Bachelor"
107704,"Female","Hispanic or Latino","No","Prefer Not to Say","Single","Bachelor"
101876,"Male","Hispanic or Latino","Yes","Prefer Not to Say","Divorced","High School"
106678,"Female","Asian","No","No","Married","High School"
106985,"Female","Two or More Races","No","No","Married","Doctorate"
100939,"Male","Asian","No","No","Single","High School"
104646,"Male","Hispanic or Latino","No","No","Prefer Not to Say","Bachelor"
105917,"Female","White","No","No","Married","Bachelor"
107338,"Female","White","No","Yes","Single","Bachelor"
103440,"Male","White","No","Yes","Married","Bachelor"
100168,"Male","Hispanic or Latino","No","No","Single","High School"
106642,"Female","White","No","No","Married","Master"
100597,"Female","White","No","No","Prefer Not to Say","Bachelor"
103114,"Female","White","No","No","Single","Associate"
100606,"Male","Hispanic or Latino","Yes","No","Divorced","High School"
101842,"Female","Hispanic or Latino","No","No","Divorced","High School"
106434,"Male","Asian","No","Yes","Married","Bachelor"
107600,"Male","Hispanic or Latino","Prefer Not to Say","No","Single","Doctorate"
101655,"Female","White","No","No","Married","Bachelor"
105650,"Female","Asian","No","No","Married","High School"
101777,"Male","Black or African American","No","No","Married","Master"
100451,"Female","Two or More Races","No","No","Single","Bachelor"
109762,"Male","Two or More Races","No","No","Married","Associate"
103948,"Female","Hispanic or Latino","Prefer Not to Say","No","Single","High School"
108746,"Male","White","No","No","Divorced","Associate"
109793,"Male","White","No","No","Married","Bachelor"
104867,"Male","Asian","No","No","Prefer Not to Say","High School"
102329,"Male","White","No","No","Prefer Not to Say","Master"
109079,"Male","Prefer Not to Say","No","No","Single","Associate"
102775,"Male","White","No","No","Prefer Not to Say","Associate"
105211,"Female","White","No","No","Married","Doctorate"
105339,"Female","Hispanic or Latino","No","No","Single","Master"
108962,"Female","White","No","No","Single","Bachelor"
106436,"Female","Prefer Not to Say","No","No","Single","Master"
104986,"Female","Prefer Not to Say","No","No","Single","Master"
100732,"Female","Hispanic or Latino","No","Yes","Divorced","Associate"
103462,"Female","White","No","Yes","Single","Master"
102240,"Female","Asian","No","No","Married","Master"
101887,"Male","Hispanic or Latino","No","Yes","Married","Bachelor"
104513,"Female","Asian","Yes","No","Single","Bachelor"
104341,"Female","White","No","No","Single","Bachelor"
109145,"Male","Asian","No","No","Single","Bachelor"
102222,"Male","Prefer Not to Say","No","No","Single","Associate"
106151,"Female","Black or African American","No","No","Married","Associate"
104433,"Male","Two or More Races","No","No","Single","Bachelor"
102505,"Female","White","No","No","Prefer Not to Say","Bachelor"
105488,"Male","Black or African American","No","No","Single","Bachelor"
105948,"Female","Hispanic or Latino","No","Yes","Single","Bachelor"
106361,"Male","Prefer Not to Say","No","Yes","Single","Bachelor"
102260,"Female","White","No","No","Single","Bachelor"
105486,"Female","Black or African American","No","No","Divorced","Bachelor"
107802,"Male","Asian","No","No","Single","Master"
104523,"Female","Hispanic or Latino","No","No","Single","Master"
103761,"Female","Hispanic or Latino","No","No","Single","High School"
109900,"Female","Asian","No","No","Married","Bachelor"
102575,"Male","Asian","No","No","Divorced","Master"
103378,"Female","White","No","No","Married","Doctorate"
105280,"Male","Hispanic or Latino","No","No","Single","Associate"
106071,"Female","Prefer Not to Say","No","No","Married","Bachelor"
107832,"Female","Prefer Not to Say","No","No","Married","Associate"
103446,"Female","White","No","Prefer Not to Say","Married","High School"
107383,"Female","White","No","No","Single","Master"
105437,"Female","Hispanic or Latino","No","No","Divorced","Bachelor"
102063,"Female","Hispanic or Latino","No","No","Divorced","Doctorate"
107165,"Female","Asian","No","No","Married","High School"
109660,"Male","White","No","No","Single","Bachelor"
101074,"Male","Hispanic or Latino","No","No","Married","Master"
108902,"Male","Asian","No","No","Single","Associate"
101099,"Male","Black or African American","No","No","Married","Bachelor"
100596,"Female","Prefer Not to Say","No","No","Single","High School"
105614,"Male","White","Prefer Not to Say","No","Single","Bachelor"
105349,"Male","White","No","No","Single","Bachelor"
108499,"Female","Black or African American","No","No","Married","High School"
102698,"Male","White","No","No","Married","Bachelor"
104409,"Female","White","No","No","Married","High School"
103434,"Male","Black or African American","No","No","Married","Master"
106650,"Female","Hispanic or Latino","No","No","Married","Bachelor"
100790,"Male","White","No","No","Single","Bachelor"
108976,"Female","Hispanic or Latino","No","No","Single","High School"
106515,"Male","White","No","Yes","Married","Master"
108781,"Female","White","Prefer Not to Say","No","Married","High School"
104786,"Female","Asian","Yes","No","Married","Bachelor"
104207,"Female","White","No","No","Married","Doctorate"
104428,"Male","Hispanic or Latino","No","No","Divorced","High School"
100080,"Female","Black or African American","No","No","Single","Master"
107537,"Female","White","No","No","Married","Bachelor"
104161,"Female","Hispanic or Latino","No","No","Single","Bachelor"
106543,"Male","White","No","No","Married","Bachelor"
100406,"Female","Asian","Prefer Not to Say","No","Single","Bachelor"
109878,"Female","Asian","No","No","Divorced","Bachelor"
103904,"Male","Hispanic or Latino","No","No","Married","Bachelor"
101172,"Female","White","No","No","Married","High School"
103402,"Female","Asian","No","No","Single","Master"
106423,"Female","White","No","No","Single","Associate"
107247,"Female","Hispanic or Latino","No","No","Divorced","High School"
103159,"Female","Black or African American","No","No","Single","High School"
104813,"Female","White","Yes","No","Married","High School"
106043,"Female","Black or African American","No","No","Married","Bachelor"
104543,"Female","White","No","No","Single","Bachelor"
106822,"Female","White","No","No","Single","Master"
102349,"Female","Black or African American","No","No","Married","Associate"
103353,"Female","Hispanic or Latino","No","No","Single","High School"
102647,"Female","Black or African American","No","No","Single","Bachelor"
106273,"Female","Two or More Races","No","No","Married","Associate"
102530,"Male","White","Yes","No","Divorced","Bachelor"
105607,"Male","White","No","No","Single","Master"
101008,"Female","White","No","No","Married","Master"
105185,"Male","White","Prefer Not to Say","No","Married","Doctorate"
106065,"Male","White","No","No","Married","Associate"
102814,"Female","Asian","No","No","Single","Master"
101653,"Female","Black or African American","No","No","Single","Master"
101715,"Female","White","No","No","Single","Bachelor"
108720,"Female","Black or African American","No","No","Married","Bachelor"
101339,"Male","White","No","No","Married","Bachelor"
108500,"Male","Asian","No","No","Single","Master"
108238,"Non-Binary","White","No","No","Married","Bachelor"
103382,"Female","Hispanic or Latino","No","No","Divorced","Doctorate"
101175,"Male","White","No","No","Divorced","Bachelor"
105315,"Female","Hispanic or Latino","No","No","Single","Doctorate"
101853,"Male","White","No","No","Married","Associate"
109664,"Male","White","No","No","Prefer Not to Say","Associate"
107918,"Male","Hispanic or Latino","No","No","Single","High School"
106601,"Female","White","Yes","No","Single","Master"
108837,"Female","Asian","No","No","Married","Bachelor"
108194,"Male","Asian","No","No","Divorced","Master"
103622,"Female","White","No","No","Single","Bachelor"
105880,"Male","Black or African American","No","No","Married","Bachelor"
107878,"Male","White","No","No","Single","Bachelor"
104424,"Male","Asian","No","No","Married","High School"
103563,"Male","White","No","No","Single","High School"
107884,"Non-Binary","White","No","No","Married","Bachelor"
105314,"Male","White","No","No","Single","Associate"
100055,"Male","White","No","No","Single","Master"
103116,"Female","Hispanic or Latino","No","No","Married","High School"
109804,"Female","Black or African American","No","No","Married","Master"
105005,"Female","Hispanic or Latino","Yes","No","Prefer Not to Say","Master"
106558,"Male","White","No","No","Married","Bachelor"
108683,"Female","White","Prefer Not to Say","No","Married","Bachelor"
108844,"Female","White","No","No","Single","Associate"
107733,"Female","Asian","No","Yes","Married","Bachelor"
107037,"Female","Hispanic or Latino","No","No","Married","Master"
109489,"Male","Hispanic or Latino","No","No","Married","Bachelor"
107127,"Female","Hispanic or Latino","No","No","Married","Bachelor"
100221,"Male","Hispanic or Latino","No","No","Single","High School"
101564,"Female","Hispanic or Latino","No","No","Single","Bachelor"
106220,"Female","Prefer Not to Say","No","No","Single","Bachelor"
107665,"Female","Two or More Races","No","No","Single","High School"
103372,"Female","White","Yes","No","Married","Master"
102848,"Male","Prefer Not to Say","No","No","Married","Bachelor"
109881,"Female","Hispanic or Latino","No","No","Single","Bachelor"
107132,"Female","White","No","No","Married","Doctorate"
107227,"Female","White","No","No","Married","Master"
100438,"Female","Prefer Not to Say","Yes","No","Married","Associate"
104992,"Female","American Indian or Alaska Native","No","No","Single","Associate"
109507,"Female","Hispanic or Latino","No","No","Prefer Not to Say","Bachelor"
103600,"Female","Hispanic or Latino","No","No","Married","Master"
109849,"Female","American Indian or Alaska Native","No","No","Single","Bachelor"
105598,"Female","White","No","Yes","Married","High School"
100070,"Female","Asian","No","No","Single","Doctorate"
106958,"Male","White","Prefer Not to Say","No","Single","High School"
104401,"Female","Black or African American","No","No","Single","Bachelor"
105974,"Female","White","No","No","Married","Bachelor"
109874,"Female","White","Yes","No","Married","High School"
107987,"Female","Asian","No","No","Married","Master"
108282,"Male","Prefer Not to Say","No","No","Married","High School"
104283,"Female","White","Prefer Not to Say","No","Married","Bachelor"
104502,"Female","Hispanic or Latino","No","No","Married","High School"
108925,"Female","Hispanic or Latino","No","No","Single","Master"
106778,"Male","White","No","No","Single","Associate"
108105,"Female","Hispanic or Latino","Yes","No","Single","Associate"
101195,"Male","Asian","No","No","Married","Bachelor"
107322,"Female","White","No","No","Married","Bachelor"
104115,"Male","Asian","No","No","Married","Bachelor"
101823,"Male","Two or More Races","No","No","Single","Doctorate"
103182,"Male","Two or More Races","No","No","Married","High School"
108823,"Male","Asian","No","No","Married","Master"
107893,"Female","White","No","No","Divorced","Associate"
102747,"Female","Asian","No","No","Married","High School"
106178,"Female","Hispanic or Latino","No","No","Married","Master"
108510,"Male","Hispanic or Latino","No","No","Married","Bachelor"
104152,"Female","Prefer Not to Say","Yes","No","Single","Master"
103843,"Male","White","No","No","Divorced","Doctorate"
103077,"Female","White","No","Prefer Not to Say","Single","Associate"
100120,"Female","Black or African American","No","No","Single","High School"
102455,"Male","Prefer Not to Say","No","No","Single","Bachelor"
104559,"Female","Asian","No","No","Prefer Not to Say","Bachelor"
102254,"Female","Hispanic or Latino","No","No","Single","Bachelor"
107278,"Female","Black or African American","No","No","Prefer Not to Say","Bachelor"
102206,"Female","Black or African American","No","No","Divorced","Bachelor"
108417,"Male","Black or African American","No","No","Married","Associate"
105412,"Male","Hispanic or Latino","No","No","Single","Bachelor"
108131,"Female","Asian","No","No","Married","Bachelor"
107235,"Male","Asian","No","No","Single","Associate"
102119,"Male","Asian","No","No","Single","Bachelor"
105895,"Female","White","No","No","Single","Master"
109954,"Male","White","Prefer Not to Say","No","Married","Bachelor"
104175,"Female","Black or African American","No","No","Single","Master"
108697,"Female","Prefer Not to Say","No","No","Divorced","Associate"
101529,"Female","White","No","No","Single","High School"
102598,"Male","Black or African American","No","No","Married","Bachelor"
106975,"Female","Hispanic or Latino","No","No","Married","Associate"
109583,"Male","Hispanic or Latino","No","No","Married","Associate"
104588,"Male","Black or African American","No","No","Married","Master"
103375,"Female","White","No","No","Single","Bachelor"
104834,"Female","Hispanic or Latino","No","No","Married","High School"
101605,"Non-Binary","White","No","No","Married","Associate"
105076,"Female","White","No","No","Married","Bachelor"
102636,"Female","White","No","No","Single","Bachelor"
107561,"Female","Asian","No","No","Married","High School"
106198,"Female","Prefer Not to Say","No","Prefer Not to Say","Married","High School"
109416,"Female","Hispanic or Latino","No","No","Divorced","Bachelor"
104819,"Female","Asian","No","No","Single","Bachelor"
107991,"Female","White","No","Prefer Not to Say","Single","Bachelor"
103923,"Female","American Indian or Alaska Native","No","No","Married","High School"
105575,"Non-Binary","Hispanic or Latino","No","No","Married","Doctorate"
104526,"Female","Hispanic or Latino","No","No","Single","High School"
109184,"Female","White","No","No","Married","Bachelor"
103667,"Male","Two or More Races","No","Yes","Married","Bachelor"
102864,"Male","White","No","No","Divorced","Bachelor"
107853,"Female","Prefer Not to Say","No","No","Single","Bachelor"
105514,"Male","White","Yes","No","Married","Bachelor"
106759,"Female","White","Yes","Prefer Not to Say","Married","Master"
105782,"Female","Hispanic or Latino","No","Prefer Not to Say","Single","High School"
100415,"Male","Prefer Not to Say","No","Yes","Divorced","Bachelor"
102246,"Female","Hispanic or Latino","No","Prefer Not to Say","Married","Master"
107354,"Female","Black or African American","No","No","Single","Bachelor"
101688,"Male","Black or African American","No","No","Single","Bachelor"
101859,"Female","White","No","No","Married","Associate"
101268,"Male","Two or More Races","No","No","Prefer Not to Say","Bachelor"
107391,"Non-Binary","Hispanic or Latino","No","No","Married","Bachelor"
105739,"Male","White","No","No","Married","Master"
109553,"Female","Hispanic or Latino","No","Yes","Married","Bachelor"
102661,"Male","White","No","No","Single","Master"
104933,"Male","White","No","No","Married","Bachelor"
105131,"Female","White","No","No","Single","Bachelor"
100010,"Female","Hispanic or Latino","Prefer Not to Say","No","Married","Bachelor"
105642,"Female","Hispanic or Latino","Prefer Not to Say","No","Single","Bachelor"
105158,"Female","Hispanic or Latino","No","No","Married","Bachelor"
107273,"Female","White","No","No","Married","Associate"
100404,"Male","Prefer Not to Say","No","Yes","Prefer Not to Say","Bachelor"
101828,"Female","Hispanic or Latino","No","No","Married","Bachelor"
108597,"Male","Two or More Races","No","No","Married","Bachelor"
101027,"Female","Hispanic or Latino","No","No","Married","Bachelor"
109310,"Female","White","No","No","Single","Bachelor"
109723,"Female","Black or African American","No","No","Married","Associate"
103789,"Female","Hispanic or Latino","No","No","Married","Master"
101630,"Male","American Indian or Alaska Native","No","Yes","Divorced","Bachelor"
104244,"Female","Asian","No","No","Married","Master"
101687,"Female","Black or African American","Yes","Yes","Single","Bachelor"
108931,"Male","Asian","No","No","Married","Bachelor"
109192,"Female","Hispanic or Latino","No","No","Married","High School"
105228,"Female","Hispanic or Latino","No","No","Single","Associate"
106409,"Male","Black or African American","No","No","Divorced","Master"
109956,"Male","White","No","No","Prefer Not to Say","High School"
101108,"Male","Asian","No","No","Single","Associate"
100327,"Male","Hispanic or Latino","No","Yes","Single","Bachelor"
105666,"Male","Asian","No","No","Single","High School"
109978,"Female","White","No","Prefer Not to Say","Married","Bachelor"
101144,"Male","Prefer Not to Say","No","No","Single","Bachelor"
101718,"Male","Black or African American","No","No","Married","Bachelor"
105183,"Male","Asian","No","No","Married","Bachelor"
101585,"Female","Black or African American","No","No","Divorced","Master"
104338,"Male","Asian","No","Yes","Prefer Not to Say","Bachelor"
103790,"Male","Prefer Not to Say","No","Prefer Not to Say","Married","Bachelor"
109715,"Male","Hispanic or Latino","Yes","No","Married","Associate"
107879,"Female","White","No","No","Married","Bachelor"
104416,"Female","Black or African American","No","No","Married","High School"
107944,"Female","White","No","Prefer Not to Say","Married","Master"
101631,"Female","Black or African American","No","Yes","Single","Bachelor"
107819,"Male","Prefer Not to Say","No","No","Married","Bachelor"
106920,"Female","Two or More Races","No","No","Married","Bachelor"
101167,"Male","Asian","No","No","Single","Bachelor"
107022,"Female","White","No","No","Single","Bachelor"
104220,"Female","Hispanic or Latino","Yes","No","Single","Master"
108620,"Male","Hispanic or Latino","No","No","Married","Bachelor"
103722,"Male","Prefer Not to Say","No","No","Married","Master"
109527,"Male","Prefer Not to Say","Prefer Not to Say","No","Married","Doctorate"
103887,"Female","White","No","No","Married","Bachelor"
108820,"Male","Hispanic or Latino","No","No","Single","Associate"
101543,"Female","White","No","No","Married","High School"
106905,"Male","Asian","No","No","Prefer Not to Say","Bachelor"
104561,"Male","Hispanic or Latino","No","No","Married","Bachelor"
109313,"Male","Hispanic or Latino","No","No","Single","Master"
104050,"Female","Hispanic or Latino","No","No","Divorced","Bachelor"
109097,"Male","Hispanic or Latino","No","No","Married","Master"
100545,"Male","Two or More Races","Prefer Not to Say","No","Married","Master"
109331,"Female","Black or African American","Yes","No","Single","High School"
103328,"Male","White","No","No","Single","Master"
103428,"Male","White","No","No","Married","Bachelor"
106676,"Male","White","No","No","Married","Doctorate"
103625,"Female","Hispanic or Latino","No","No","Married","Bachelor"
105374,"Male","Asian","No","No","Single","Associate"
108371,"Female","Hispanic or Latino","No","No","Single","Bachelor"
105983,"Male","White","No","No","Single","Master"
109865,"Male","Asian","No","No","Married","Bachelor"
101071,"Female","Hispanic or Latino","No","No","Married","Master"
109122,"Male","White","No","No","Married","Doctorate"
100820,"Male","Black or African American","No","No","Divorced","Bachelor"
103818,"Male","Hispanic or Latino","Yes","No","Prefer Not to Say","Bachelor"
103416,"Male","White","No","No","Single","High School"
103691,"Female","Asian","No","No","Married","Associate"
103050,"Female","Native Hawaiian or Pacific Islander","No","Prefer Not to Say","Married","Bachelor"
108919,"Male","American Indian or Alaska Native","No","No","Married","Associate"
101209,"Female","White","No","No","Single","Bachelor"
107090,"Female","Black or African American","No","No","Married","High School"
101360,"Non-Binary","Black or African American","No","No","Single","Associate"
105476,"Female","Asian","No","Prefer Not to Say","Married","Master"
107693,"Female","White","No","No","Married","Bachelor"
101521,"Female","White","No","No","Married","High School"
104555,"Female","Asian","No","Yes","Married","High School"
106758,"Male","Asian","No","No","Married","High School"
102735,"Female","Asian","Yes","No","Single","Bachelor"
101130,"Female","White","No","No","Married","High School"
102844,"Female","White","No","No","Married","Bachelor"
109844,"Female","Two or More Races","No","No","Married","Master"
108260,"Female","Hispanic or Latino","No","Prefer Not to Say","Single","Associate"
109960,"Male","White","No","No","Married","Bachelor"
104238,"Female","Black or African American","No","No","Single","Bachelor"
101217,"Female","Hispanic or Latino","No","No","Married","High School"
104880,"Female","White","No","No","Prefer Not to Say","Master"
106095,"Female","White","No","No","Married","High School"
101771,"Female","Asian","No","No","Divorced","Associate"
102294,"Male","Two or More Races","No","Yes","Married","High School"
