"EmployeeID","DepartmentID","JobID","LocationID","ManagerID","HireDate","TerminationDate","EmploymentStatus","TerminationType","WorkerType","EmploymentType","FTE","RemoteStatus","FinalTenureYears"
107004,1,3,10,108439,2014-06-30,NA,"Active",NA,"Employee","Regular",1,"Onsite",11.69
109343,1,3,9,108439,2014-07-26,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",11.62
104073,1,3,12,108439,2014-11-25,NA,"Active",NA,"Contractor","Regular",1,"Hybrid",11.29
108305,1,3,3,108439,2015-01-14,2021-09-24,"Terminated","Involuntary","Employee","Regular",1,"Onsite",6.69
109390,1,3,6,108439,2015-03-18,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",10.98
106556,1,3,3,108439,2015-04-04,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.93
105839,1,3,10,108439,2015-05-02,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",10.85
100764,1,3,3,108439,2015-08-11,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.58
101025,1,3,3,108439,2016-06-06,NA,"Active",NA,"Employee","Temporary",1,"Hybrid",9.76
102509,1,3,11,108439,2016-08-31,NA,"Active",NA,"Contractor","Regular",1,"Onsite",9.52
104582,1,3,7,108439,2016-09-22,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.46
105397,1,3,5,108439,2017-02-13,NA,"Active",NA,"Employee","Regular",1,"Remote",9.07
109009,1,3,11,108439,2017-03-29,NA,"Active",NA,"Employee","Regular",1,"Remote",8.95
100212,1,3,4,108439,2018-06-13,NA,"Active",NA,"Employee","Regular",1,"Hybrid",7.74
107980,1,3,12,108439,2018-07-03,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.68
103928,1,3,4,108439,2018-07-14,NA,"Active",NA,"Employee","Regular",1,"Hybrid",7.65
107732,1,3,4,108439,2018-07-23,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",7.63
109284,1,3,12,108439,2018-08-25,NA,"Active",NA,"Employee","Regular",1,"Hybrid",7.54
107378,1,3,11,108439,2018-12-12,NA,"Active",NA,"Contractor","Regular",0.8,"Hybrid",7.24
103074,1,3,8,108439,2019-03-21,NA,"Active",NA,"Employee","Regular",1,"Onsite",6.97
101336,1,3,8,108439,2019-05-11,NA,"Active",NA,"Employee","Regular",0.8,"Remote",6.83
106260,1,3,8,108439,2019-07-11,NA,"Active",NA,"Employee","Regular",1,"Onsite",6.66
102454,1,3,6,108439,2019-07-28,NA,"Active",NA,"Employee","Regular",1,"Hybrid",6.62
103912,1,3,12,108439,2019-09-03,NA,"Active",NA,"Employee","Regular",1,"Onsite",6.52
104811,1,3,10,108439,2019-09-19,NA,"Active",NA,"Employee","Regular",1,"Onsite",6.47
103113,1,3,12,108439,2019-10-09,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",6.42
100186,1,3,11,108439,2020-09-29,NA,"Active",NA,"Employee","Temporary",1,"Hybrid",5.44
104738,1,3,4,108439,2020-11-14,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",5.32
105087,1,3,4,108439,2021-04-04,NA,"Active",NA,"Employee","Regular",1,"Onsite",4.93
100303,1,3,2,108439,2021-06-13,NA,"Active",NA,"Employee","Regular",1,"Remote",4.74
108386,1,3,10,108439,2022-02-11,NA,"Active",NA,"Employee","Regular",1,"Onsite",4.07
107865,1,3,8,108439,2022-02-15,NA,"Active",NA,"Employee","Regular",1,"Remote",4.06
104583,1,3,9,108439,2022-04-23,NA,"Active",NA,"Employee","Regular",1,"Remote",3.88
100675,1,3,7,108439,2022-11-19,NA,"Active",NA,"Employee","Regular",1,"Onsite",3.3
105294,1,3,7,108439,2023-01-27,NA,"Active",NA,"Employee","Regular",1,"Remote",3.12
104396,1,3,9,108439,2023-03-29,NA,"Active",NA,"Employee","Regular",0.6,"Onsite",2.95
103006,1,3,10,108439,2023-05-08,NA,"Active",NA,"Employee","Regular",1,"Remote",2.84
107439,1,3,3,108439,2023-08-24,NA,"Active",NA,"Contractor","Regular",0.8,"Hybrid",2.54
108906,1,3,10,108439,2023-12-26,NA,"Active",NA,"Employee","Regular",0.8,"Remote",2.2
106702,1,3,3,108439,2024-03-20,NA,"Active",NA,"Employee","Regular",1,"Remote",1.97
107148,1,3,1,108439,2024-06-16,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.73
103696,1,3,3,108439,2024-08-13,NA,"Active",NA,"Employee","Temporary",1,"Hybrid",1.57
103618,1,3,10,108439,2024-10-01,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.44
103849,1,3,3,108439,2024-12-31,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.19
106287,1,3,1,108439,2026-01-06,NA,"Active",NA,"Employee","Regular",1,"Onsite",0.17
106302,11,40,2,108439,2014-02-13,NA,"Active",NA,"Employee","Regular",1,"Remote",12.07
107673,11,40,11,108439,2014-03-20,NA,"Active",NA,"Employee","Regular",1,"Onsite",11.97
109811,11,40,7,108439,2017-03-02,NA,"Active",NA,"Employee","Regular",1,"Remote",9.02
102673,11,40,6,108439,2018-06-08,NA,"Active",NA,"Employee","Regular",1,"Hybrid",7.75
102052,11,40,4,108439,2022-10-14,NA,"Active",NA,"Employee","Regular",1,"Hybrid",3.4
101479,11,40,5,108439,2024-09-28,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.45
109885,2,8,7,108439,2013-02-01,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",13.1
108106,2,8,6,108439,2013-03-11,NA,"Active",NA,"Employee","Regular",1,"Remote",13
103155,2,8,10,108439,2013-04-04,NA,"Active",NA,"Employee","Regular",0.6,"Onsite",12.93
108841,2,8,5,108439,2013-05-28,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.78
103920,2,8,8,108439,2013-08-22,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.55
109948,2,8,8,108439,2013-12-23,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.21
109935,2,8,1,108439,2014-02-09,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.08
106290,2,8,1,108439,2014-03-22,NA,"Active",NA,"Employee","Temporary",1,"Onsite",11.97
102497,2,8,3,108439,2014-04-16,NA,"Active",NA,"Employee","Regular",1,"Onsite",11.9
108365,2,8,12,108439,2014-05-20,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",11.81
106334,2,8,11,108439,2014-06-15,NA,"Active",NA,"Employee","Regular",1,"Remote",11.73
101603,2,8,6,108439,2015-01-14,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",11.15
100947,2,8,10,108439,2015-02-26,NA,"Active",NA,"Employee","Regular",1,"Remote",11.03
108852,2,8,4,108439,2015-05-10,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.83
101646,2,8,11,108439,2015-05-17,NA,"Active",NA,"Employee","Regular",1,"Remote",10.81
103417,2,8,8,108439,2015-12-14,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.24
109939,2,8,9,108439,2016-01-22,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.13
100762,2,8,3,108439,2016-01-25,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.12
107984,2,8,1,108439,2016-05-14,NA,"Active",NA,"Employee","Regular",1,"Hybrid",9.82
106479,2,8,5,108439,2016-05-17,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.81
100816,2,8,3,108439,2016-06-09,NA,"Active",NA,"Employee","Regular",1,"Hybrid",9.75
104596,2,8,10,108439,2016-06-10,NA,"Active",NA,"Contractor","Regular",1,"Remote",9.75
104838,2,8,11,108439,2016-06-12,NA,"Active",NA,"Employee","Regular",1,"Hybrid",9.74
101347,2,8,5,108439,2016-06-18,NA,"Active",NA,"Employee","Regular",1,"Remote",9.73
109710,2,8,3,108439,2016-07-04,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.68
101132,2,8,3,108439,2016-11-24,NA,"Active",NA,"Employee","Regular",1,"Hybrid",9.29
103999,2,8,2,108439,2017-06-22,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.72
103388,2,8,1,108439,2017-07-17,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.65
100504,2,8,2,108439,2017-07-23,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.63
103681,2,8,5,108439,2017-07-28,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.62
107091,2,8,9,108439,2017-09-24,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.46
101601,2,8,12,108439,2017-10-06,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.42
100369,2,8,9,108439,2018-01-14,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.15
100111,2,8,11,108439,2018-01-27,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.12
106044,2,8,6,108439,2018-03-06,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.01
103764,2,8,4,108439,2018-05-05,NA,"Active",NA,"Employee","Regular",0.6,"Hybrid",7.85
106283,2,8,2,108439,2018-05-19,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.81
100074,2,8,3,108439,2018-05-25,NA,"Active",NA,"Employee","Regular",1,"Hybrid",7.79
103331,2,8,12,108439,2018-05-28,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.78
109424,2,8,3,108439,2018-06-30,NA,"Active",NA,"Employee","Regular",0.8,"Remote",7.69
108189,2,8,8,108439,2018-09-30,NA,"Active",NA,"Employee","Regular",1,"Hybrid",7.44
101532,2,8,5,108439,2018-11-23,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.29
101772,2,8,7,108439,2018-12-12,NA,"Active",NA,"Employee","Regular",1,"Hybrid",7.24
103754,2,8,5,108439,2019-01-01,NA,"Active",NA,"Employee","Regular",1,"Hybrid",7.19
107667,2,8,9,108439,2019-01-31,NA,"Active",NA,"Employee","Regular",0.6,"Onsite",7.1
105201,2,8,10,108439,2019-03-27,NA,"Active",NA,"Employee","Regular",1,"Onsite",6.95
105179,2,8,4,108439,2019-04-03,NA,"Active",NA,"Employee","Regular",1,"Remote",6.93
104987,2,8,3,108439,2019-06-01,NA,"Active",NA,"Employee","Regular",1,"Hybrid",6.77
102671,2,8,1,108439,2019-08-08,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",6.59
104483,2,8,1,108439,2019-10-18,NA,"Active",NA,"Employee","Regular",1,"Hybrid",6.39
103393,2,8,7,108439,2020-04-17,NA,"Active",NA,"Employee","Regular",1,"Onsite",5.9
100815,2,8,2,108439,2020-08-17,NA,"Active",NA,"Employee","Regular",1,"Hybrid",5.56
104635,2,8,12,108439,2020-11-23,NA,"Active",NA,"Employee","Regular",1,"Hybrid",5.29
107318,2,8,8,108439,2021-01-11,NA,"Active",NA,"Employee","Regular",1,"Hybrid",5.16
108453,2,8,4,108439,2021-04-01,NA,"Active",NA,"Employee","Regular",1,"Hybrid",4.94
107228,2,8,2,108439,2021-05-11,NA,"Active",NA,"Employee","Regular",1,"Onsite",4.83
102015,2,8,6,108439,2021-05-23,NA,"Active",NA,"Employee","Regular",1,"Remote",4.8
105695,2,8,6,108439,2021-05-25,NA,"Active",NA,"Employee","Regular",0.6,"Hybrid",4.79
105923,2,8,5,108439,2021-06-13,NA,"Active",NA,"Contractor","Regular",1,"Onsite",4.74
100912,2,8,3,108439,2021-07-09,NA,"Active",NA,"Employee","Regular",1,"Onsite",4.67
109477,2,8,7,108439,2021-07-27,NA,"Active",NA,"Employee","Regular",1,"Onsite",4.62
100733,2,8,4,108439,2021-08-19,NA,"Active",NA,"Employee","Regular",1,"Onsite",4.56
104188,2,8,7,108439,2021-12-05,NA,"Active",NA,"Employee","Regular",1,"Remote",4.26
107970,2,8,5,108439,2022-04-16,NA,"Active",NA,"Contractor","Temporary",1,"Hybrid",3.9
102372,2,8,2,108439,2022-06-30,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",3.69
106988,2,8,10,108439,2022-08-25,NA,"Active",NA,"Employee","Regular",1,"Remote",3.54
106311,2,8,4,108439,2022-11-02,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",3.35
108760,2,8,10,108439,2022-11-13,NA,"Active",NA,"Employee","Regular",1,"Onsite",3.32
104697,2,8,10,108439,2023-01-12,NA,"Active",NA,"Employee","Temporary",1,"Remote",3.16
108255,2,8,7,108439,2023-03-21,NA,"Active",NA,"Employee","Regular",1,"Onsite",2.97
100367,2,8,3,108439,2023-04-10,NA,"Active",NA,"Employee","Temporary",1,"Remote",2.92
102149,2,8,4,108439,2023-08-20,NA,"Active",NA,"Employee","Regular",1,"Hybrid",2.55
107995,2,8,5,108439,2024-02-11,NA,"Active",NA,"Employee","Regular",1,"Hybrid",2.07
108671,2,8,10,108439,2024-03-04,NA,"Active",NA,"Employee","Regular",1,"Onsite",2.02
107818,2,8,11,108439,2024-04-04,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.93
107603,2,8,5,108439,2024-06-07,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.76
106889,2,8,3,108439,2024-06-19,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.72
102032,2,8,10,108439,2024-08-08,NA,"Active",NA,"Contractor","Regular",1,"Hybrid",1.59
106029,2,8,4,108439,2024-11-25,NA,"Active",NA,"Contractor","Regular",1,"Remote",1.29
104008,2,8,4,108439,2024-12-06,NA,"Active",NA,"Employee","Regular",0.8,"Remote",1.26
109911,2,8,5,108439,2025-02-03,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.1
101678,2,8,5,108439,2025-02-14,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.07
103123,2,8,12,108439,2025-02-22,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.04
101775,2,8,11,108439,2025-04-21,NA,"Active",NA,"Employee","Regular",1,"Onsite",0.88
100722,2,8,3,108439,2025-06-24,NA,"Active",NA,"Employee","Regular",1,"Remote",0.71
104823,2,8,6,108439,2025-07-12,NA,"Active",NA,"Employee","Regular",1,"Onsite",0.66
102788,2,8,9,108439,2025-07-16,NA,"Active",NA,"Employee","Regular",1,"Hybrid",0.65
109887,2,8,9,108439,2025-09-01,NA,"Active",NA,"Contractor","Regular",1,"Onsite",0.52
108576,2,8,8,108439,2025-11-08,NA,"Active",NA,"Employee","Regular",1,"Onsite",0.33
108213,3,12,5,108439,2013-04-28,NA,"Active",NA,"Employee","Regular",1,"Onsite",12.87
106125,3,12,10,108439,2014-01-14,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.15
101454,3,12,3,108439,2014-07-29,NA,"Active",NA,"Employee","Regular",1,"Onsite",11.61
105938,3,12,8,108439,2014-08-30,NA,"Active",NA,"Employee","Regular",1,"Remote",11.53
105833,3,12,6,108439,2015-04-28,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.87
104784,3,12,8,108439,2015-07-05,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.68
109913,3,12,8,108439,2016-06-25,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.71
100187,3,12,7,108439,2016-08-16,NA,"Active",NA,"Employee","Temporary",1,"Onsite",9.56
107324,3,12,6,108439,2016-11-25,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",9.29
102897,3,12,2,108439,2017-06-22,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.72
102687,3,12,6,108439,2017-07-21,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.64
104192,3,12,10,108439,2017-07-24,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.63
102847,3,12,9,108439,2017-10-12,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.41
104248,3,12,10,108439,2018-11-19,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.3
109711,3,12,11,108439,2019-01-12,NA,"Active",NA,"Contractor","Regular",1,"Hybrid",7.16
107704,3,12,12,108439,2019-02-13,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.07
101876,3,12,5,108439,2019-07-09,NA,"Active",NA,"Employee","Regular",1,"Remote",6.67
106678,3,12,8,108439,2020-02-17,NA,"Active",NA,"Employee","Regular",1,"Onsite",6.06
106985,3,12,5,108439,2020-03-11,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",6
100939,3,12,9,108439,2020-04-15,NA,"Active",NA,"Employee","Regular",1,"Onsite",5.9
104646,3,12,12,108439,2020-12-01,NA,"Active",NA,"Employee","Regular",1,"Hybrid",5.27
105917,3,12,3,108439,2021-01-19,NA,"Active",NA,"Employee","Temporary",1,"Onsite",5.14
107338,3,12,12,108439,2021-04-15,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",4.9
103440,3,12,9,108439,2021-04-28,NA,"Active",NA,"Employee","Regular",1,"Hybrid",4.87
100168,3,12,1,108439,2021-05-20,NA,"Active",NA,"Employee","Temporary",1,"Onsite",4.81
106642,3,12,4,108439,2021-05-25,NA,"Active",NA,"Employee","Regular",1,"Onsite",4.79
100597,3,12,3,108439,2022-02-17,NA,"Active",NA,"Employee","Regular",1,"Hybrid",4.06
103114,3,12,6,108439,2022-02-28,NA,"Active",NA,"Employee","Regular",1,"Hybrid",4.03
100606,3,12,10,108439,2022-10-10,NA,"Active",NA,"Employee","Temporary",1,"Remote",3.41
101842,3,12,12,108439,2022-10-20,NA,"Active",NA,"Employee","Regular",1,"Onsite",3.39
106434,3,12,6,108439,2023-02-14,NA,"Active",NA,"Employee","Regular",1,"Hybrid",3.07
107600,3,12,7,108439,2023-02-20,NA,"Active",NA,"Employee","Regular",1,"Hybrid",3.05
101655,3,12,8,108439,2023-09-23,NA,"Active",NA,"Employee","Regular",1,"Hybrid",2.46
105650,3,12,5,108439,2024-07-14,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.65
101777,3,12,7,108439,2024-08-17,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.56
100451,5,19,10,108439,2013-07-04,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",12.68
109762,5,19,10,108439,2014-06-02,NA,"Active",NA,"Employee","Regular",0.8,"Remote",11.77
103948,5,19,12,108439,2015-07-03,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.68
108746,5,19,4,108439,2015-08-22,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.55
109793,5,19,7,108439,2016-02-14,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",10.07
104867,5,19,8,108439,2017-01-29,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.11
102329,5,19,12,108439,2017-06-16,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.73
109079,5,19,11,108439,2017-12-30,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.19
102775,5,19,3,108439,2018-01-11,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",8.16
105211,5,19,11,108439,2018-05-27,NA,"Active",NA,"Employee","Regular",0.6,"Onsite",7.79
105339,5,19,11,108439,2018-09-25,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.45
108962,5,19,7,108439,2019-01-06,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.17
106436,5,19,10,108439,2019-08-30,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",6.53
104986,5,19,8,108439,2019-09-26,2024-04-24,"Terminated","Voluntary","Employee","Regular",0.8,"Hybrid",4.58
100732,5,19,2,108439,2020-04-12,NA,"Active",NA,"Employee","Regular",1,"Onsite",5.91
103462,5,19,6,108439,2020-08-03,NA,"Active",NA,"Employee","Regular",1,"Hybrid",5.6
102240,5,19,12,108439,2020-10-19,2024-01-02,"Terminated","Involuntary","Employee","Regular",1,"Onsite",3.2
101887,5,19,10,108439,2021-04-20,NA,"Active",NA,"Employee","Regular",1,"Hybrid",4.89
104513,5,19,12,108439,2021-08-02,NA,"Active",NA,"Employee","Regular",1,"Remote",4.6
104341,5,19,2,108439,2021-11-09,NA,"Active",NA,"Employee","Regular",1,"Hybrid",4.33
109145,5,19,5,108439,2022-02-25,NA,"Active",NA,"Employee","Regular",1,"Onsite",4.04
102222,5,19,1,108439,2022-10-20,NA,"Active",NA,"Employee","Regular",1,"Remote",3.39
106151,5,19,3,108439,2022-11-27,NA,"Active",NA,"Employee","Regular",1,"Hybrid",3.28
104433,5,19,6,108439,2022-12-21,NA,"Active",NA,"Employee","Regular",1,"Hybrid",3.22
102505,5,19,2,108439,2022-12-28,NA,"Active",NA,"Employee","Regular",1,"Hybrid",3.2
105488,5,19,12,108439,2024-12-04,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.26
105948,6,24,7,108439,2014-01-17,NA,"Active",NA,"Employee","Regular",1,"Onsite",12.14
106361,6,24,11,108439,2016-12-29,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.19
102260,6,24,11,108439,2017-09-13,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.49
105486,6,24,1,108439,2018-06-10,NA,"Active",NA,"Employee","Temporary",1,"Onsite",7.75
107802,6,24,1,108439,2021-04-07,2025-01-17,"Terminated","Voluntary","Employee","Regular",1,"Onsite",3.78
104523,6,24,8,108439,2022-03-04,NA,"Active",NA,"Employee","Regular",1,"Remote",4.02
103761,6,24,3,108439,2022-03-15,NA,"Active",NA,"Contractor","Regular",1,"Onsite",3.99
109900,6,24,8,108439,2023-05-20,NA,"Active",NA,"Employee","Temporary",1,"Hybrid",2.81
102575,6,24,11,108439,2025-12-01,NA,"Active",NA,"Employee","Regular",1,"Hybrid",0.27
103378,8,31,9,108439,2013-01-14,NA,"Active",NA,"Employee","Regular",1,"Hybrid",13.15
105280,8,31,1,108439,2013-04-23,NA,"Active",NA,"Employee","Regular",1,"Onsite",12.88
106071,8,31,12,108439,2013-08-08,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.59
107832,8,31,12,108439,2013-10-29,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",12.36
103446,8,31,3,108439,2014-01-03,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",12.18
107383,8,31,3,108439,2014-02-22,NA,"Active",NA,"Employee","Temporary",1,"Hybrid",12.04
105437,8,31,1,108439,2014-05-14,NA,"Active",NA,"Employee","Regular",1,"Remote",11.82
102063,8,31,2,108439,2014-10-09,NA,"Active",NA,"Employee","Regular",1,"Remote",11.42
107165,8,31,10,108439,2015-04-11,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.91
109660,8,31,10,108439,2015-05-15,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.82
101074,8,31,9,108439,2015-10-24,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.38
108902,8,31,2,108439,2015-12-18,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.22
101099,8,31,5,108439,2016-03-27,NA,"Active",NA,"Employee","Regular",1,"Remote",9.95
100596,8,31,7,108439,2017-02-25,NA,"Active",NA,"Employee","Regular",1,"Hybrid",9.04
105614,8,31,1,108439,2017-03-03,NA,"Active",NA,"Employee","Temporary",1,"Hybrid",9.02
105349,8,31,3,108439,2017-06-05,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.76
108499,8,31,2,108439,2017-09-26,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.45
102698,8,31,12,108439,2017-11-09,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.33
104409,8,31,9,108439,2018-03-25,NA,"Active",NA,"Employee","Regular",1,"Hybrid",7.96
103434,8,31,2,108439,2018-04-21,NA,"Active",NA,"Employee","Temporary",1,"Hybrid",7.88
106650,8,31,6,108439,2018-09-26,NA,"Active",NA,"Employee","Regular",1,"Remote",7.45
100790,8,31,5,108439,2019-04-19,NA,"Active",NA,"Employee","Regular",1,"Onsite",6.89
108976,8,31,11,108439,2019-05-02,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",6.85
106515,8,31,2,108439,2019-05-16,NA,"Active",NA,"Employee","Regular",1,"Hybrid",6.82
108781,8,31,3,108439,2019-12-23,NA,"Active",NA,"Employee","Regular",1,"Hybrid",6.21
